gift_no,donor_id,amount,gift_date,pledge_no
3222,869,200,2018-02-12,
3223,525,833.33,2018-02-14,317
3224,42,2777.78,2018-02-15,238
3225,312,833.33,2018-02-16,342
3226,477,250,2018-02-16,333
3227,535,500,2018-02-17,328
3228,20,833.33,2018-02-19,335
3229,204,208.33,2018-02-19,343
3230,343,2083.33,2018-02-20,225
3231,436,541.67,2018-02-20,339
3232,841,1041.67,2018-02-20,292
3233,951,2083.33,2018-02-20,316
3234,290,625,2018-02-22,331
3235,322,2083.33,2018-02-22,271
3236,370,333.33,2018-02-25,332
3237,555,500,2018-02-26,324
3238,343,166.67,2018-02-27,325
3239,651,833.33,2018-02-27,319
3240,845,2083.33,2018-02-27,284
3241,948,350,2018-02-27,341
3242,825,583.33,2018-02-28,340
3243,885,375,2018-02-28,326
3244,188,583.33,2018-03-01,344
3245,326,416.67,2018-03-01,336
3246,805,416.67,2018-03-02,323
3247,932,833.33,2018-03-02,285
3248,959,2083.33,2018-03-02,242
3249,569,375,2018-03-05,320
3250,709,1041.67,2018-03-06,287
3251,540,100,2018-03-07,
3252,758,100,2018-03-08,
3253,790,583.33,2018-03-08,322
3254,144,1458.33,2018-03-11,327
3255,433,100,2018-03-12,
3256,525,833.33,2018-03-14,317
3257,42,2777.78,2018-03-15,238
3258,312,833.33,2018-03-16,342
3259,477,250,2018-03-16,333
3260,535,500,2018-03-17,328
3261,20,833.33,2018-03-19,335
3262,204,208.33,2018-03-19,343
3263,897,100,2018-03-19,
3264,343,2083.33,2018-03-20,225
3265,436,541.67,2018-03-20,339
3266,841,1041.67,2018-03-20,292
3267,951,2083.33,2018-03-20,316
3268,290,625,2018-03-22,331
3269,370,333.33,2018-03-25,332
3270,555,500,2018-03-26,324
3271,343,166.67,2018-03-27,325
3272,651,833.33,2018-03-27,319
3273,845,2083.33,2018-03-27,284
3274,825,583.33,2018-03-29,340
3275,885,375,2018-03-30,326
3276,188,583.33,2018-04-01,344
3277,326,416.67,2018-04-01,336
3278,805,416.67,2018-04-02,323
3279,932,833.33,2018-04-02,285
3280,959,2083.33,2018-04-02,242
3281,768,500,2018-04-03,
3282,871,600,2018-04-04,
3283,261,300,2018-04-05,345
3284,569,375,2018-04-05,320
3285,709,1041.67,2018-04-06,287
3286,790,583.33,2018-04-08,322
3287,144,1458.33,2018-04-11,327
3288,137,500,2018-04-12,346
3289,649,500,2018-04-12,
3290,42,2777.78,2018-04-15,238
3291,312,833.33,2018-04-16,342
3292,477,250,2018-04-16,333
3293,535,500,2018-04-17,328
3294,20,833.33,2018-04-19,335
3295,204,208.33,2018-04-19,343
3296,417,1041.67,2018-04-19,347
3297,436,541.67,2018-04-20,339
3298,841,1041.67,2018-04-20,292
3299,951,2083.33,2018-04-20,316
3300,290,625,2018-04-22,331
3301,370,333.33,2018-04-25,332
3302,555,500,2018-04-26,324
3303,343,166.67,2018-04-27,325
3304,651,833.33,2018-04-27,319
3305,845,2083.33,2018-04-27,284
3306,825,583.33,2018-04-29,340
3307,885,375,2018-04-30,326
3308,188,583.33,2018-05-01,344
3309,326,416.67,2018-05-01,336
3310,38,1041.67,2018-05-02,348
3311,805,416.67,2018-05-02,323
3312,932,833.33,2018-05-02,285
3313,959,2083.33,2018-05-02,242
3314,261,300,2018-05-05,345
3315,709,1041.67,2018-05-06,287
3316,790,583.33,2018-05-08,322
3317,144,1458.33,2018-05-11,327
3318,598,1041.67,2018-05-11,349
3319,136,500,2018-05-13,350
3320,42,2777.78,2018-05-15,238
3321,312,833.33,2018-05-16,342
3322,477,250,2018-05-16,333
3323,517,500,2018-05-17,
3324,535,500,2018-05-17,328
3325,20,833.33,2018-05-19,335
3326,204,208.33,2018-05-19,343
3327,417,1041.67,2018-05-19,347
3328,436,541.67,2018-05-20,339
3329,841,1041.67,2018-05-20,292
3330,951,2083.33,2018-05-20,316
3331,290,625,2018-05-22,331
3332,515,83.33,2018-05-23,351
3333,370,333.33,2018-05-25,332
3334,555,500,2018-05-26,324
3335,343,166.67,2018-05-27,325
3336,651,833.33,2018-05-27,319
3337,845,2083.33,2018-05-27,284
3338,825,583.33,2018-05-29,340
3339,885,375,2018-05-30,326
3340,188,583.33,2018-06-01,344
3341,326,416.67,2018-06-01,336
3342,38,1041.67,2018-06-02,348
3343,805,416.67,2018-06-02,323
3344,932,833.33,2018-06-02,285
3345,959,2083.33,2018-06-02,242
3346,430,458.33,2018-06-04,353
3347,940,2083.33,2018-06-04,352
3348,567,100,2018-06-05,
3349,709,1041.67,2018-06-06,287
3350,34,400,2018-06-07,354
3351,144,1458.33,2018-06-11,327
3352,598,1041.67,2018-06-11,349
3353,136,500,2018-06-13,350
3354,42,2777.78,2018-06-15,238
3355,312,833.33,2018-06-16,342
3356,477,250,2018-06-16,333
3357,535,500,2018-06-17,328
3358,20,833.33,2018-06-19,335
3359,204,208.33,2018-06-19,343
3360,417,1041.67,2018-06-19,347
3361,436,541.67,2018-06-20,339
3362,841,1041.67,2018-06-20,292
3363,951,2083.33,2018-06-20,316
3364,874,100,2018-06-21,
3365,290,625,2018-06-22,331
3366,515,83.33,2018-06-23,351
3367,370,333.33,2018-06-25,332
3368,555,500,2018-06-26,324
3369,343,166.67,2018-06-27,325
3370,651,833.33,2018-06-27,319
3371,825,583.33,2018-06-29,340
3372,885,375,2018-06-30,326
3373,188,583.33,2018-07-01,344
3374,326,416.67,2018-07-01,336
3375,38,1041.67,2018-07-02,348
3376,959,2083.33,2018-07-02,242
3377,141,350,2018-07-04,356
3378,430,458.33,2018-07-04,353
3379,817,500,2018-07-04,355
3380,940,2083.33,2018-07-04,352
3381,34,400,2018-07-07,354
3382,144,1458.33,2018-07-11,327
3383,598,1041.67,2018-07-11,349
3384,136,500,2018-07-13,350
3385,312,833.33,2018-07-16,342
3386,477,250,2018-07-16,333
3387,535,500,2018-07-17,328
3388,982,200,2018-07-17,
3389,20,833.33,2018-07-19,335
3390,204,208.33,2018-07-19,343
3391,417,1041.67,2018-07-19,347
3392,436,541.67,2018-07-20,339
3393,557,583.33,2018-07-20,357
3394,951,2083.33,2018-07-20,316
3395,290,625,2018-07-22,331
3396,515,83.33,2018-07-23,351
3397,370,333.33,2018-07-25,332
3398,651,833.33,2018-07-27,319
3399,825,583.33,2018-07-29,340
3400,188,583.33,2018-08-01,344
3401,326,416.67,2018-08-01,336
3402,38,1041.67,2018-08-02,348
3403,141,350,2018-08-04,356
3404,430,458.33,2018-08-04,353
3405,940,2083.33,2018-08-04,352
3406,348,400,2018-08-10,
3407,598,1041.67,2018-08-11,349
3408,69,700,2018-08-13,
3409,136,500,2018-08-13,350
3410,312,833.33,2018-08-16,342
3411,477,250,2018-08-16,333
3412,20,833.33,2018-08-19,335
3413,204,208.33,2018-08-19,343
3414,417,1041.67,2018-08-19,347
3415,436,541.67,2018-08-20,339
3416,557,583.33,2018-08-20,357
3417,951,2083.33,2018-08-20,316
3418,290,625,2018-08-22,331
3419,515,83.33,2018-08-23,351
3420,370,333.33,2018-08-25,332
3421,670,1041.67,2018-08-26,359
3422,984,833.33,2018-08-26,358
3423,651,833.33,2018-08-27,319
3424,825,583.33,2018-08-29,340
3425,237,833.33,2018-08-30,360
3426,188,583.33,2018-09-01,344
3427,326,416.67,2018-09-01,336
3428,38,1041.67,2018-09-02,348
3429,671,350,2018-09-02,361
3430,430,458.33,2018-09-04,353
3431,940,2083.33,2018-09-04,352
3432,113,300,2018-09-06,362
3433,210,100,2018-09-07,
3434,598,1041.67,2018-09-11,349
3435,136,500,2018-09-13,350
3436,890,375,2018-09-13,363
3437,312,833.33,2018-09-16,342
3438,477,250,2018-09-16,333
3439,451,600,2018-09-18,
3440,20,833.33,2018-09-19,335
3441,204,208.33,2018-09-19,343
3442,417,1041.67,2018-09-19,347
3443,194,500,2018-09-20,
3444,436,541.67,2018-09-20,339
3445,557,583.33,2018-09-20,357
3446,951,2083.33,2018-09-20,316
3447,290,625,2018-09-22,331
3448,515,83.33,2018-09-23,351
3449,370,333.33,2018-09-25,332
3450,670,1041.67,2018-09-26,359
3451,984,833.33,2018-09-26,358
3452,651,833.33,2018-09-27,319
3453,825,583.33,2018-09-29,340
3454,237,833.33,2018-09-30,360
3455,188,583.33,2018-10-01,344
3456,326,416.67,2018-10-01,336
3457,632,200,2018-10-01,
3458,38,1041.67,2018-10-02,348
3459,671,350,2018-10-02,361
3460,430,458.33,2018-10-04,353
3461,940,2083.33,2018-10-04,352
3462,113,300,2018-10-06,362
3463,598,1041.67,2018-10-11,349
3464,136,500,2018-10-13,350
3465,890,375,2018-10-13,363
3466,312,833.33,2018-10-16,342
3467,477,250,2018-10-16,333
3468,20,833.33,2018-10-19,335
3469,204,208.33,2018-10-19,343
3470,417,1041.67,2018-10-19,347
3471,436,541.67,2018-10-20,339
3472,557,583.33,2018-10-20,357
3473,951,2083.33,2018-10-20,316
3474,515,83.33,2018-10-23,351
3475,670,1041.67,2018-10-26,359
3476,984,833.33,2018-10-26,358
3477,651,833.33,2018-10-27,319
3478,825,583.33,2018-10-29,340
3479,237,833.33,2018-10-30,360
3480,188,583.33,2018-11-01,344
3481,326,416.67,2018-11-01,336
3482,38,1041.67,2018-11-02,348
3483,996,400,2018-11-02,364
3484,430,458.33,2018-11-04,353
3485,770,100,2018-11-04,
3486,940,2083.33,2018-11-04,352
3487,991,166.67,2018-11-04,365
3488,484,1000,2018-11-06,
3489,716,300,2018-11-08,366
3490,598,1041.67,2018-11-11,349
3491,136,500,2018-11-13,350
3492,890,375,2018-11-13,363
3493,415,4000,2018-11-15,
3494,312,833.33,2018-11-16,342
3495,204,208.33,2018-11-19,343
3496,417,1041.67,2018-11-19,347
3497,436,541.67,2018-11-20,339
3498,557,583.33,2018-11-20,357
3499,951,2083.33,2018-11-20,316
3500,515,83.33,2018-11-23,351
3501,670,1041.67,2018-11-26,359
3502,984,833.33,2018-11-26,358
3503,651,833.33,2018-11-27,319
3504,825,583.33,2018-11-29,340
3505,190,2083.33,2018-11-30,367
3506,237,833.33,2018-11-30,360
3507,188,583.33,2018-12-01,344
3508,38,1041.67,2018-12-02,348
3509,530,2083.33,2018-12-02,368
3510,892,1000,2018-12-02,
3511,996,400,2018-12-02,364
3512,28,100,2018-12-04,
3513,430,458.33,2018-12-04,353
3514,940,2083.33,2018-12-04,352
3515,991,166.67,2018-12-04,365
3516,583,2083.33,2018-12-05,369
3517,237,100,2018-12-06,370
3518,598,1041.67,2018-12-11,349
3519,136,500,2018-12-13,350
3520,667,2500,2018-12-13,
3521,890,375,2018-12-13,363
3522,525,350,2018-12-15,371
3523,312,833.33,2018-12-16,342
3524,2,400,2018-12-18,
3525,988,300,2018-12-18,
3526,204,208.33,2018-12-19,343
3527,417,1041.67,2018-12-19,347
3528,557,583.33,2018-12-20,357
3529,951,2083.33,2018-12-20,316
3530,515,83.33,2018-12-23,351
3531,670,1041.67,2018-12-26,359
3532,984,833.33,2018-12-26,358
3533,651,833.33,2018-12-27,319
3534,190,2083.33,2018-12-30,367
3535,237,833.33,2018-12-30,360
3536,496,450,2018-12-30,372
3537,188,583.33,2019-01-01,344
3538,198,600,2019-01-01,
3539,38,1041.67,2019-01-02,348
3540,530,2083.33,2019-01-02,368
3541,430,458.33,2019-01-04,353
3542,940,2083.33,2019-01-04,352
3543,991,166.67,2019-01-04,365
3544,583,2083.33,2019-01-05,369
3545,218,541.67,2019-01-10,373
3546,598,1041.67,2019-01-11,349
3547,136,500,2019-01-13,350
3548,890,375,2019-01-13,363
3549,525,350,2019-01-15,371
3550,312,833.33,2019-01-16,342
3551,158,375,2019-01-17,374
3552,863,333.33,2019-01-17,375
3553,204,208.33,2019-01-19,343
3554,417,1041.67,2019-01-19,347
3555,557,583.33,2019-01-20,357
3556,951,2083.33,2019-01-20,316
3557,515,83.33,2019-01-23,351
3558,61,450,2019-01-25,376
3559,670,1041.67,2019-01-26,359
3560,984,833.33,2019-01-26,358
3561,651,833.33,2019-01-27,319
3562,190,2083.33,2019-01-30,367
3563,237,833.33,2019-01-30,360
3564,496,450,2019-01-30,372
3565,221,500,2019-01-31,378
3566,715,2083.33,2019-01-31,377
3567,188,583.33,2019-02-01,344
3568,38,1041.67,2019-02-02,348
3569,530,2083.33,2019-02-02,368
3570,690,2083.33,2019-02-02,379
3571,703,300,2019-02-03,
3572,430,458.33,2019-02-04,353
3573,940,2083.33,2019-02-04,352
3574,991,166.67,2019-02-04,365
3575,583,2083.33,2019-02-05,369
3576,612,400,2019-02-06,
3577,508,100,2019-02-09,
3578,218,541.67,2019-02-10,373
3579,598,1041.67,2019-02-11,349
3580,136,500,2019-02-13,350
3581,890,375,2019-02-13,363
3582,875,1041.67,2019-02-14,380
3583,312,833.33,2019-02-16,342
3584,158,375,2019-02-17,374
3585,863,333.33,2019-02-17,375
3586,544,200,2019-02-18,381
3587,417,1041.67,2019-02-19,347
3588,557,583.33,2019-02-20,357
3589,951,2083.33,2019-02-20,316
3590,500,375,2019-02-22,382
3591,515,83.33,2019-02-23,351
3592,61,450,2019-02-25,376
3593,670,1041.67,2019-02-26,359
3594,984,833.33,2019-02-26,358
3595,651,833.33,2019-02-27,319
3596,190,2083.33,2019-02-28,367
3597,221,500,2019-02-28,378
3598,237,833.33,2019-02-28,360
3599,715,2083.33,2019-02-28,377
3600,38,1041.67,2019-03-02,348
3601,530,2083.33,2019-03-02,368
3602,690,2083.33,2019-03-02,379
3603,430,458.33,2019-03-04,353
3604,837,500,2019-03-04,
3605,940,2083.33,2019-03-04,352
3606,991,166.67,2019-03-04,365
3607,583,2083.33,2019-03-05,369
3608,687,291.67,2019-03-08,383
3609,218,541.67,2019-03-10,373
3610,598,1041.67,2019-03-11,349
3611,136,500,2019-03-13,350
3612,430,1041.67,2019-03-13,384
3613,890,375,2019-03-13,363
3614,875,1041.67,2019-03-14,380
3615,96,350,2019-03-15,385
3616,312,833.33,2019-03-16,342
3617,158,375,2019-03-17,374
3618,863,333.33,2019-03-17,375
3619,417,1041.67,2019-03-19,347
3620,123,583.33,2019-03-20,386
3621,523,100,2019-03-20,
3622,557,583.33,2019-03-20,357
3623,951,2083.33,2019-03-20,316
3624,500,375,2019-03-22,382
3625,515,83.33,2019-03-23,351
3626,33,100,2019-03-24,
3627,670,1041.67,2019-03-26,359
3628,747,400,2019-03-26,
3629,984,833.33,2019-03-26,358
3630,403,2083.33,2019-03-27,387
3631,651,833.33,2019-03-27,319
3632,190,2083.33,2019-03-30,367
3633,237,833.33,2019-03-30,360
3634,221,500,2019-03-31,378
3635,715,2083.33,2019-03-31,377
3636,38,1041.67,2019-04-02,348
3637,530,2083.33,2019-04-02,368
3638,690,2083.33,2019-04-02,379
3639,938,100,2019-04-03,
3640,430,458.33,2019-04-04,353
3641,940,2083.33,2019-04-04,352
3642,991,166.67,2019-04-04,365
3643,583,2083.33,2019-04-05,369
3644,687,291.67,2019-04-08,383
3645,218,541.67,2019-04-10,373
3646,598,1041.67,2019-04-11,349
3647,396,400,2019-04-12,
3648,136,500,2019-04-13,350
3649,430,1041.67,2019-04-13,384
3650,890,375,2019-04-13,363
3651,875,1041.67,2019-04-14,380
3652,96,350,2019-04-15,385
3653,129,300,2019-04-15,
3654,312,833.33,2019-04-16,342
3655,134,100,2019-04-17,
3656,158,375,2019-04-17,374
3657,863,333.33,2019-04-17,375
3658,749,500,2019-04-18,388
3659,417,1041.67,2019-04-19,347
3660,674,600,2019-04-19,
3661,123,583.33,2019-04-20,386
3662,557,583.33,2019-04-20,357
3663,951,2083.33,2019-04-20,316
3664,500,375,2019-04-22,382
3665,515,83.33,2019-04-23,351
3666,337,100,2019-04-25,
3667,423,500,2019-04-25,389
3668,551,1000,2019-04-25,
3669,670,1041.67,2019-04-26,359
3670,984,833.33,2019-04-26,358
3671,403,2083.33,2019-04-27,387
3672,726,500,2019-04-28,
3673,190,2083.33,2019-04-30,367
3674,221,500,2019-04-30,378
3675,237,833.33,2019-04-30,360
3676,715,2083.33,2019-04-30,377
3677,638,1000,2019-05-01,
3678,38,1041.67,2019-05-02,348
3679,530,2083.33,2019-05-02,368
3680,690,2083.33,2019-05-02,379
3681,430,458.33,2019-05-04,353
3682,586,900,2019-05-04,
3683,940,2083.33,2019-05-04,352
3684,991,166.67,2019-05-04,365
3685,583,2083.33,2019-05-05,369
3686,687,291.67,2019-05-08,383
3687,947,800,2019-05-09,
3688,218,541.67,2019-05-10,373
3689,430,1041.67,2019-05-13,384
3690,890,375,2019-05-13,363
3691,875,1041.67,2019-05-14,380
3692,312,833.33,2019-05-16,342
3693,158,375,2019-05-17,374
3694,863,333.33,2019-05-17,375
3695,749,500,2019-05-18,388
3696,417,1041.67,2019-05-19,347
3697,123,583.33,2019-05-20,386
3698,557,583.33,2019-05-20,357
3699,951,2083.33,2019-05-20,316
3700,849,400,2019-05-21,
3701,956,100,2019-05-21,
3702,500,375,2019-05-22,382
3703,64,600,2019-05-24,
3704,670,1041.67,2019-05-26,359
3705,984,833.33,2019-05-26,358
3706,403,2083.33,2019-05-27,387
3707,190,2083.33,2019-05-30,367
3708,237,833.33,2019-05-30,360
3709,221,500,2019-05-31,378
3710,715,2083.33,2019-05-31,377
3711,38,1041.67,2019-06-02,348
3712,519,800,2019-06-02,
3713,530,2083.33,2019-06-02,368
3714,690,2083.33,2019-06-02,379
3715,233,100,2019-06-04,
3716,760,200,2019-06-04,
3717,940,2083.33,2019-06-04,352
3718,991,166.67,2019-06-04,365
3719,583,2083.33,2019-06-05,369
3720,687,291.67,2019-06-08,383
3721,218,541.67,2019-06-10,373
3722,910,800,2019-06-10,
3723,430,1041.67,2019-06-13,384
3724,890,375,2019-06-13,363
3725,386,300,2019-06-14,
3726,875,1041.67,2019-06-14,380
3727,798,100,2019-06-15,
3728,312,833.33,2019-06-16,342
3729,158,375,2019-06-17,374
3730,863,333.33,2019-06-17,375
3731,749,500,2019-06-18,388
3732,417,1041.67,2019-06-19,347
3733,123,583.33,2019-06-20,386
3734,557,583.33,2019-06-20,357
3735,951,2083.33,2019-06-20,316
3736,500,375,2019-06-22,382
3737,670,1041.67,2019-06-26,359
3738,984,833.33,2019-06-26,358
3739,403,2083.33,2019-06-27,387
3740,887,400,2019-06-27,
3741,690,2083.33,2019-06-28,390
3742,190,2083.33,2019-06-30,367
3743,221,500,2019-06-30,378
3744,237,833.33,2019-06-30,360
3745,428,500,2019-06-30,391
3746,715,2083.33,2019-06-30,377
3747,909,500,2019-07-01,
3748,38,1041.67,2019-07-02,348
3749,530,2083.33,2019-07-02,368
3750,690,2083.33,2019-07-02,379
3751,940,2083.33,2019-07-04,352
3752,991,166.67,2019-07-04,365
3753,583,2083.33,2019-07-05,369
3754,687,291.67,2019-07-08,383
3755,218,541.67,2019-07-10,373
3756,573,375,2019-07-10,392
3757,430,1041.67,2019-07-13,384
3758,890,375,2019-07-13,363
3759,875,1041.67,2019-07-14,380
3760,312,833.33,2019-07-16,342
3761,158,375,2019-07-17,374
3762,863,333.33,2019-07-17,375
3763,749,500,2019-07-18,388
3764,417,1041.67,2019-07-19,347
3765,123,583.33,2019-07-20,386
3766,951,2083.33,2019-07-20,316
3767,500,375,2019-07-22,382
3768,670,1041.67,2019-07-26,359
3769,984,833.33,2019-07-26,358
3770,403,2083.33,2019-07-27,387
3771,690,2083.33,2019-07-28,390
3772,190,2083.33,2019-07-30,367
3773,237,833.33,2019-07-30,360
3774,428,500,2019-07-30,391
3775,221,500,2019-07-31,378
3776,715,2083.33,2019-07-31,377
3777,38,1041.67,2019-08-02,348
3778,530,2083.33,2019-08-02,368
3779,690,2083.33,2019-08-02,379
3780,940,2083.33,2019-08-04,352
3781,991,166.67,2019-08-04,365
3782,473,166.67,2019-08-05,393
3783,583,2083.33,2019-08-05,369
3784,687,291.67,2019-08-08,383
3785,218,541.67,2019-08-10,373
3786,573,375,2019-08-10,392
3787,702,800,2019-08-10,
3788,430,1041.67,2019-08-13,384
3789,890,375,2019-08-13,363
3790,875,1041.67,2019-08-14,380
3791,312,833.33,2019-08-16,342
3792,158,375,2019-08-17,374
3793,857,500,2019-08-17,
3794,863,333.33,2019-08-17,375
3795,749,500,2019-08-18,388
3796,417,1041.67,2019-08-19,347
3797,696,100,2019-08-19,
3798,123,583.33,2019-08-20,386
3799,951,2083.33,2019-08-20,316
3800,500,375,2019-08-22,382
3801,727,200,2019-08-22,394
3802,992,400,2019-08-23,
3803,497,125,2019-08-26,395
3804,403,2083.33,2019-08-27,387
3805,99,6000,2019-08-28,
3806,690,2083.33,2019-08-28,390
3807,190,2083.33,2019-08-30,367
3808,428,500,2019-08-30,391
3809,221,500,2019-08-31,378
3810,715,2083.33,2019-08-31,377
3811,796,500,2019-08-31,396
3812,38,1041.67,2019-09-02,348
3813,530,2083.33,2019-09-02,368
3814,690,2083.33,2019-09-02,379
3815,840,500,2019-09-04,
3816,940,2083.33,2019-09-04,352
3817,991,166.67,2019-09-04,365
3818,473,166.67,2019-09-05,393
3819,583,2083.33,2019-09-05,369
3820,765,83.33,2019-09-06,397
3821,687,291.67,2019-09-08,383
3822,329,1000,2019-09-09,
3823,807,583.33,2019-09-09,398
3824,218,541.67,2019-09-10,373
3825,573,375,2019-09-10,392
3826,236,2083.33,2019-09-13,399
3827,430,1041.67,2019-09-13,384
3828,872,500,2019-09-14,
3829,875,1041.67,2019-09-14,380
3830,312,833.33,2019-09-16,342
3831,158,375,2019-09-17,374
3832,863,333.33,2019-09-17,375
3833,749,500,2019-09-18,388
3834,211,125,2019-09-19,400
3835,417,1041.67,2019-09-19,347
3836,123,583.33,2019-09-20,386
3837,951,2083.33,2019-09-20,316
3838,500,375,2019-09-22,382
3839,384,100,2019-09-26,
3840,497,125,2019-09-26,395
3841,403,2083.33,2019-09-27,387
3842,259,500,2019-09-28,
3843,469,200,2019-09-28,
3844,690,2083.33,2019-09-28,390
3845,175,1000,2019-09-29,
3846,190,2083.33,2019-09-30,367
3847,221,500,2019-09-30,378
3848,428,500,2019-09-30,391
3849,715,2083.33,2019-09-30,377
3850,38,1041.67,2019-10-02,348
3851,240,1458.33,2019-10-02,401
3852,530,2083.33,2019-10-02,368
3853,690,2083.33,2019-10-02,379
3854,940,2083.33,2019-10-04,352
3855,991,166.67,2019-10-04,365
3856,473,166.67,2019-10-05,393
3857,583,2083.33,2019-10-05,369
3858,765,83.33,2019-10-06,397
3859,687,291.67,2019-10-08,383
3860,382,333.33,2019-10-09,402
3861,807,583.33,2019-10-09,398
3862,83,2000,2019-10-10,
3863,218,541.67,2019-10-10,373
3864,573,375,2019-10-10,392
3865,236,2083.33,2019-10-13,399
3866,430,1041.67,2019-10-13,384
3867,734,833.33,2019-10-13,403
3868,875,1041.67,2019-10-14,380
3869,293,200,2019-10-16,404
3870,312,833.33,2019-10-16,342
3871,158,375,2019-10-17,374
3872,863,333.33,2019-10-17,375
3873,749,500,2019-10-18,388
3874,211,125,2019-10-19,400
3875,417,1041.67,2019-10-19,347
3876,123,583.33,2019-10-20,386
3877,951,2083.33,2019-10-20,316
3878,500,375,2019-10-22,382
3879,497,125,2019-10-26,395
3880,403,2083.33,2019-10-27,387
3881,690,2083.33,2019-10-28,390
3882,190,2083.33,2019-10-30,367
3883,428,500,2019-10-30,391
3884,221,500,2019-10-31,378
3885,715,2083.33,2019-10-31,377
3886,38,1041.67,2019-11-02,348
3887,240,1458.33,2019-11-02,401
3888,530,2083.33,2019-11-02,368
3889,690,2083.33,2019-11-02,379
3890,940,2083.33,2019-11-04,352
3891,473,166.67,2019-11-05,393
3892,583,2083.33,2019-11-05,369
3893,765,83.33,2019-11-06,397
3894,533,1041.67,2019-11-08,405
3895,687,291.67,2019-11-08,383
3896,382,333.33,2019-11-09,402
3897,807,583.33,2019-11-09,398
3898,218,541.67,2019-11-10,373
3899,573,375,2019-11-10,392
3900,644,100,2019-11-12,
3901,236,2083.33,2019-11-13,399
3902,430,1041.67,2019-11-13,384
3903,734,833.33,2019-11-13,403
3904,875,1041.67,2019-11-14,380
3905,312,833.33,2019-11-16,342
3906,158,375,2019-11-17,374
3907,863,333.33,2019-11-17,375
3908,749,500,2019-11-18,388
3909,211,125,2019-11-19,400
3910,417,1041.67,2019-11-19,347
3911,123,583.33,2019-11-20,386
3912,951,2083.33,2019-11-20,316
3913,500,375,2019-11-22,382
3914,497,125,2019-11-26,395
3915,403,2083.33,2019-11-27,387
3916,690,2083.33,2019-11-28,390
3917,190,2083.33,2019-11-30,367
3918,221,500,2019-11-30,378
3919,428,500,2019-11-30,391
3920,715,2083.33,2019-11-30,377
3921,38,1041.67,2019-12-02,348
3922,55,2000,2019-12-02,
3923,240,1458.33,2019-12-02,401
3924,530,2083.33,2019-12-02,368
3925,690,2083.33,2019-12-02,379
3926,940,2083.33,2019-12-04,352
3927,473,166.67,2019-12-05,393
3928,583,2083.33,2019-12-05,369
3929,765,83.33,2019-12-06,397
3930,533,1041.67,2019-12-08,405
3931,687,291.67,2019-12-08,383
3932,382,333.33,2019-12-09,402
3933,807,583.33,2019-12-09,398
3934,218,541.67,2019-12-10,373
3935,573,375,2019-12-10,392
3936,236,2083.33,2019-12-13,399
3937,430,1041.67,2019-12-13,384
3938,734,833.33,2019-12-13,403
3939,684,375,2019-12-14,406
3940,875,1041.67,2019-12-14,380
3941,312,833.33,2019-12-16,342
3942,158,375,2019-12-17,374
3943,863,333.33,2019-12-17,375
3944,749,500,2019-12-18,388
3945,211,125,2019-12-19,400
3946,417,1041.67,2019-12-19,347
3947,123,583.33,2019-12-20,386
3948,951,2083.33,2019-12-20,316
3949,722,100,2019-12-21,
3950,500,375,2019-12-22,382
3951,497,125,2019-12-26,395
3952,403,2083.33,2019-12-27,387
3953,690,2083.33,2019-12-28,390
3954,846,2500,2019-12-29,
3955,951,400,2019-12-29,407
3956,190,2083.33,2019-12-30,367
3957,428,500,2019-12-30,391
3958,221,500,2019-12-31,378
3959,715,2083.33,2019-12-31,377
3960,38,1041.67,2020-01-02,348
3961,74,2777.78,2020-01-02,408
3962,240,1458.33,2020-01-02,401
3963,530,2083.33,2020-01-02,368
3964,690,2083.33,2020-01-02,379
3965,940,2083.33,2020-01-04,352
3966,473,166.67,2020-01-05,393
3967,583,2083.33,2020-01-05,369
3968,765,83.33,2020-01-06,397
3969,944,100,2020-01-06,
3970,533,1041.67,2020-01-08,405
3971,687,291.67,2020-01-08,383
3972,382,333.33,2020-01-09,402
3973,807,583.33,2020-01-09,398
3974,573,375,2020-01-10,392
3975,236,2083.33,2020-01-13,399
3976,430,1041.67,2020-01-13,384
3977,734,833.33,2020-01-13,403
3978,684,375,2020-01-14,406
3979,875,1041.67,2020-01-14,380
3980,312,833.33,2020-01-16,342
3981,860,100,2020-01-16,
3982,749,500,2020-01-18,388
3983,211,125,2020-01-19,400
3984,417,1041.67,2020-01-19,347
3985,123,583.33,2020-01-20,386
3986,951,2083.33,2020-01-20,316
3987,500,375,2020-01-22,382
3988,258,833.33,2020-01-24,409
3989,497,125,2020-01-26,395
3990,536,500,2020-01-26,410
3991,42,833.33,2020-01-27,411
3992,403,2083.33,2020-01-27,387
3993,690,2083.33,2020-01-28,390
3994,951,400,2020-01-29,407
3995,190,2083.33,2020-01-30,367
3996,428,500,2020-01-30,391
3997,933,458.33,2020-01-30,412
3998,715,2083.33,2020-01-31,377
3999,38,1041.67,2020-02-02,348
4000,74,2777.78,2020-02-02,408
4001,240,1458.33,2020-02-02,401
4002,530,2083.33,2020-02-02,368
4003,690,2083.33,2020-02-02,379
4004,940,2083.33,2020-02-04,352
4005,473,166.67,2020-02-05,393
4006,583,2083.33,2020-02-05,369
4007,765,83.33,2020-02-06,397
4008,416,100,2020-02-08,
4009,533,1041.67,2020-02-08,405
4010,687,291.67,2020-02-08,383
4011,382,333.33,2020-02-09,402
4012,807,583.33,2020-02-09,398
